"rental_id","customer_first_name","customer_last_name","region","country","film_title","film_rating","genre","paid_amount","rental_duration"
1649,"Albert","Crouse","Africa","Cameroon","Boogie Amelie","R","Music","4.99","2"
15709,"Terri","Vasquez","America","Brazil","Birds Perdition","G","New","4.99","4"
5297,"Carla","Gutierrez","Asia","India","Rush Goodfellas","PG","Family","2.99","4"
8476,"Gordon","Allard","Asia","Yemen","Something Duck","NC-17","Drama","8.99","7"
10034,"Leroy","Bustamante","Asia","China","Blackout Private","PG","Animation","2.99","4"
7667,"Francisco","Skidmore","America","Brazil","Lola Agent","PG","Horror","8.99","8"
8635,"Martin","Bales","Africa","Angola","Oleander Clue","PG","Music","0.99","2"
12181,"Andrea","Henderson","Africa","Madagascar","Candles Grapes","NC-17","Games","4.99","5"
1225,"Eddie","Tomlin","Asia","Philippines","Hobbit Alien","PG-13","Drama","0.99","3"
5563,"Nicholas","Barfield","America","Brazil","Joon Northwest","NC-17","Sports","1.99","4"
2093,"Jessica","Hall","Europe","Holy See (Vatican City State)","Connecticut Tramp","R","Sci-Fi","9.99","8"
10356,"Gloria","Cook","Oceania","French Polynesia","Bikini Borrowers","NC-17","Animation","6.99","9"
10218,"Peggy","Myers","Asia","Saudi Arabia","Storm Happiness","NC-17","Animation","0.99","4"
6378,"Lucille","Holmes","Africa","South Africa","Pride Alamo","NC-17","Animation","0.99","2"
4950,"Eleanor","Hunt","Africa","Runion","Remember Diary","R","Family","2.99","0"
4716,"Clarence","Gamez","Asia","Japan","Hobbit Alien","PG-13","Drama","0.99","2"
10818,"Christopher","Greco","Europe","Italy","Wrong Behavior","PG-13","Children","2.99","4"
12801,"Carla","Gutierrez","Asia","India","Daughter Madigan","PG-13","Children","8.99","7"
13159,"Gilbert","Sledge","Europe","United Kingdom","Kiss Glory","PG-13","Foreign","4.99","1"
2610,"Lonnie","Tirado","Asia","Indonesia","State Wasteland","NC-17","Games","4.99","6"
10452,"Leroy","Bustamante","Asia","China","Hook Chariots","G","Animation","0.99","3"
8217,"Terri","Vasquez","America","Brazil","Sons Interview","NC-17","Animation","5.99","5"
3943,"Casey","Mena","Asia","Turkey","Handicap Boondock","R","Action","0.99","1"
8943,"Jamie","Waugh","Asia","Japan","Slipper Fidelity","PG-13","Sports","0.99","2"
8033,"Mary","Smith","Asia","Japan","Usual Untouchables","PG-13","Foreign","4.99","2"
14033,"Lydia","Burke","America","Argentina","Campus Remember","R","Action","2.99","2"
7143,"Lois","Butler","Asia","Brunei","Novocaine Flight","G","Sports","0.99","3"
15162,"Alexander","Fennell","Europe","Italy","Grinch Massage","R","Games","4.99","5"
3228,"Javier","Elrod","Africa","Chad","Madness Attacks","PG-13","Foreign","4.99","7"
15864,"Mabel","Holland","Asia","Myanmar","Paths Control","PG","Drama","7.99","6"
8167,"Paul","Trout","Asia","Russian Federation","Princess Giant","NC-17","Documentary","6.99","6"
6544,"Annie","Russell","Africa","Mozambique","Earth Vision","NC-17","New","0.99","5"
2880,"Katie","Elliott","Africa","Kenya","Gorgeous Bingo","R","Children","2.99","3"
3580,"Jeanne","Lawson","Asia","Turkmenistan","Star Operation","PG","Sports","4.99","6"
5955,"Rodney","Moeller","Africa","Nigeria","Conversation Downhill","R","Family","7.99","6"
5561,"Fred","Wheat","America","Mexico","Disturbing Scarface","R","Sci-Fi","2.99","5"
4279,"Gregory","Mauldin","Africa","Tunisia","Cat Coneheads","G","Comedy","4.99","0"
11695,"Todd","Tan","Europe","Ukraine","Doubtfire Labyrinth","R","Foreign","4.99","4"
1405,"Lydia","Burke","America","Argentina","Princess Giant","NC-17","Documentary","5.99","6"
2571,"Janice","Ward","Europe","Sweden","Half Outfield","PG-13","Family","2.99","2"
11687,"Erica","Matthews","Asia","China","Hoosiers Birdcage","G","Foreign","5.99","5"
1461,"Natalie","Meyer","America","Brazil","Witches Panic","NC-17","Drama","6.99","7"
5096,"Georgia","Jacobs","Asia","India","Butterfly Chocolat","G","New","2.99","5"
6594,"Brad","Mccurdy","Asia","Taiwan","Wife Turn","NC-17","Documentary","4.99","1"
1809,"Brad","Mccurdy","Asia","Taiwan","Dogma Family","G","Animation","8.99","8"
6079,"Sherry","Marshall","Africa","Egypt","Fool Mockingbird","PG","Action","7.99","6"
1793,"Joy","George","Europe","Romania","Volcano Texas","NC-17","Games","0.99","3"
15057,"Sharon","Robinson","Asia","Pakistan","Working Microcosmos","R","Travel","6.99","5"
13802,"Bertha","Ferguson","Africa","Nigeria","Idols Snatchers","NC-17","Children","2.99","1"
10244,"Alice","Stewart","America","United States","Casablanca Super","G","Travel","4.99","5"
15469,"Freddie","Duggan","America","Peru","Holiday Games","PG-13","Foreign","4.99","4"
5065,"Austin","Cintron","Asia","China","Gunfight Moon","NC-17","Comedy","0.99","3"
9337,"Ruby","Washington","Asia","China","Lebowski Soldiers","PG-13","Drama","2.99","0"
14604,"Perry","Swafford","America","Argentina","Devil Desire","R","Action","4.99",NULL
6945,"Jordan","Archuleta","America","Argentina","Giant Troopers","R","Children","2.99","1"
14092,"Priscilla","Lowe","America","Mexico","Garden Island","G","Sci-Fi","4.99","3"
11899,"Sara","Perry","America","Mexico","Primary Glass","G","Action","0.99","7"
13795,"Eric","Robert","America","Argentina","Newsies Story","G","Documentary","0.99","1"
6492,"Seth","Hannon","Asia","Bahrain","Bucket Brotherhood","PG","Travel","4.99","5"
11985,"Elsie","Kelley","Africa","Nigeria","Jaws Harry","G","Comedy","2.99","1"
8572,"Margie","Wade","Asia","China","Necklace Outbreak","PG","Drama","1.99","3"
1512,"Tom","Milner","Asia","United Arab Emirates","Giant Troopers","R","Children","5.99","7"
3516,"Dennis","Gilman","Africa","South Africa","Bonnie Holocaust","G","Documentary","0.99","3"
13484,"Alicia","Mills","Asia","India","Freedom Cleopatra","PG-13","Comedy","0.99","2"
5860,"Stacy","Cunningham","America","Colombia","Straight Hours","R","Sports","3.99","5"
8344,"Marsha","Douglas","Africa","Mozambique","Badman Dawn","R","Sci-Fi","4.99","7"
12339,"Wayne","Truong","Asia","India","Garden Island","G","Sci-Fi","4.99","0"
4509,"Joy","George","Europe","Romania","Grit Clockwork","PG","Games","3.99","5"
15894,"Regina","Berry","Asia","China","Wedding Apollo","PG","Documentary","0.99",NULL
15638,"Ken","Prewitt","Europe","Romania","Rock Instinct","G","Horror","3.99","7"
4690,"Judith","Cox","Asia","China","Resurrection Silverado","PG","Family","1.99","6"
2946,"Gina","Williamson","Asia","Yemen","Soldiers Evolution","R","Sci-Fi","4.99","0"
9998,"Melissa","King","Asia","Taiwan","Married Go","G","Sci-Fi","2.99","4"
11708,"Andy","Vanhorn","America","Mexico","Alien Center","NC-17","Foreign","2.99","4"
7362,"Chad","Carbone","Asia","India","Hellfighters Sierra","PG","Foreign","4.99","4"
6124,"Harry","Arce","Asia","Iran","Hunchback Impossible","PG-13","Drama","4.99","0"
4703,"Cody","Nolen","America","Brazil","Noon Papi","G","Children","2.99","4"
9421,"Geraldine","Perkins","Asia","Israel","Jawbreaker Brooklyn","PG","Music","0.99","2"
3692,"Velma","Lucas","Africa","Nigeria","Egg Igby","PG","Documentary","3.99","4"
2696,"Freddie","Duggan","America","Peru","Independence Hotel","NC-17","Documentary","4.99","9"
4090,"Kelly","Torres","Asia","China","Pinocchio Simon","PG","Comedy","4.99","0"
2435,"Audrey","Ray","Europe","Austria","Secret Groundhog","PG","Documentary","4.99","3"
14307,"Jeffrey","Spear","Asia","Indonesia","Oleander Clue","PG","Music","3.99","8"
13032,"Kathryn","Coleman","Europe","Ukraine","Slipper Fidelity","PG-13","Sports","0.99","3"
11563,"Louise","Jenkins","Africa","South Africa","Frisco Forrest","PG","Sci-Fi","4.99",NULL
12517,"Mitchell","Westmoreland","Asia","Vietnam","Operation Operation","G","Comedy","4.99","9"
12271,"Dean","Sauer","Africa","South Africa","Sting Personal","NC-17","New","4.99","2"
15225,"Pearl","Garza","Asia","India","Gilmore Boiled","R","Classics","0.99","2"
5347,"Marian","Mendoza","America","Brazil","English Bulworth","PG-13","Sci-Fi","0.99","1"
10238,"Laurie","Lawrence","Asia","India","Carrie Bunch","PG","Horror","0.99","0"
2994,"Cathy","Spencer","Asia","Japan","English Bulworth","PG-13","Sci-Fi","6.99","8"
5364,"Brandon","Huey","Asia","Turkey","Mourning Purple","PG","Sci-Fi","0.99","0"
6194,"Louise","Jenkins","Africa","South Africa","Disturbing Scarface","R","Sci-Fi","2.99","4"
4521,"Larry","Thrasher","Asia","Turkey","Minority Kiss","G","Music","0.99","3"
1330,"Sergio","Stanfield","America","Mexico","Earth Vision","NC-17","New","2.99","9"
14736,"Amber","Dixon","Asia","Taiwan","Autumn Crow","G","Games","5.99","3"
3351,"Todd","Tan","Europe","Ukraine","Gangs Pride","PG-13","Animation","2.99","1"
14740,"Andrew","Purdy","Asia","Azerbaijan","Graffiti Love","PG","Sci-Fi","2.99","4"
2106,"Janice","Ward","Europe","Sweden","Chasing Fight","PG","Family","4.99","5"
8851,"Micheal","Forman","America","Argentina","Backlash Undefeated","PG-13","Children","8.99","6"
14579,"Christy","Vargas","Asia","China","Eagles Panky","NC-17","New","7.99","6"
8245,"Dwight","Lombardi","Africa","South Africa","River Outlaw","PG-13","Sports","3.99","7"
4947,"Craig","Morrell","Asia","Philippines","Strangelove Desire","NC-17","Children","5.99","8"
9807,"Margie","Wade","Asia","China","Insider Arizona","NC-17","Music","2.99","1"
14841,"Ernest","Stepp","Asia","China","Talented Homicide","PG","Sports","0.99","6"
3756,"Anthony","Schwab","Oceania","American Samoa","Agent Truman","PG","Foreign","4.99","4"
15368,"Wayne","Truong","Asia","India","Dragon Squad","NC-17","Action","3.99","6"
9140,"Deborah","Walker","Asia","Pakistan","Titanic Boondock","R","Animation","8.99","6"
3534,"Felicia","Sutton","Asia","China","Hysterical Grail","PG","Sports","4.99","2"
2801,"Angela","Hernandez","Asia","Japan","Zoolander Fiction","R","Children","2.99","1"
10398,"Yvonne","Watkins","America","Venezuela","Velvet Terminator","R","Comedy","4.99","2"
3383,"Minnie","Romero","Asia","Indonesia","Pacific Amistad","G","Documentary","5.99","8"
8685,"Kevin","Schuler","Asia","Nepal","Hanky October","NC-17","Sci-Fi","6.99","9"
13528,"Carla","Gutierrez","Asia","India","Harper Dying","G","Animation","3.99","6"
15865,"Maurice","Crawley","America","Mexico","Hunting Musketeers","NC-17","Family","2.99","2"
9784,"Nicholas","Barfield","America","Brazil","Mummy Creatures","NC-17","Sports","4.99","6"
12180,"Sharon","Robinson","Asia","Pakistan","Jungle Closer","NC-17","New","0.99","2"
10489,"Teresa","Rogers","Asia","Japan","Thief Pelican","PG-13","Animation","5.99","6"
3660,"Edgar","Rhoads","Asia","Turkey","Dragon Squad","NC-17","Action","4.99","8"
1514,"Curtis","Irby","America","Canada","Others Soup","PG","Travel","2.99","3"
15232,"Elizabeth","Brown","Asia","Taiwan","Alaska Phantom","PG","Music","0.99","3"
5975,"Helen","Harris","Asia","India","Paradise Sabrina","PG-13","Comedy","2.99","5"
13002,"Dan","Paine","Europe","United Kingdom","Story Side","R","Action","0.99","7"
13736,"Amy","Lopez","Asia","India","Rocky War","PG-13","Drama","8.99","7"
2789,"Franklin","Troutman","Asia","China","Lion Uncut","PG","Comedy","0.99","2"
8418,"Terry","Grissom","Asia","Japan","Pianist Outfield","NC-17","New","1.99","6"
13780,"Betty","White","America","United States","Groundhog Uncut","PG-13","Comedy","4.99",NULL
5173,"Sam","Mcduffie","America","Colombia","Nightmare Chill","PG","Games","7.99","5"
1367,"Norma","Gonzales","Asia","Philippines","Forrest Sons","R","Action","4.99","6"
11793,"Albert","Crouse","Africa","Cameroon","Home Pity","R","Music","5.99","8"
6708,"Kathryn","Coleman","Europe","Ukraine","Blood Argonauts","G","Family","6.99","8"
3684,"Johnny","Turpin","Africa","Sudan","Rear Trading","NC-17","Action","0.99","5"
11713,"Seth","Hannon","Asia","Bahrain","Hills Neighbors","G","Action","3.99","8"
7079,"Gerald","Fultz","Asia","India","Volcano Texas","NC-17","Games","2.99","8"
7860,"Heidi","Larson","Asia","China","Lion Uncut","PG","Comedy","2.99","7"
11053,"Diane","Collins","Africa","Sudan","Metal Armageddon","PG-13","Documentary","3.99","7"
11204,"Stella","Moreno","America","Mexico","Shane Darkness","PG","Travel","2.99","4"
14844,"Duane","Tubbs","Oceania","Nauru","Anything Savannah","R","Horror","7.99","9"
14835,"Stanley","Scroggins","Asia","Japan","Coldblooded Darling","G","Sci-Fi","5.99","8"
8543,"Arthur","Simpkins","Asia","Russian Federation","Borrowers Bedazzled","G","Animation","0.99","4"
4609,"Byron","Box","Asia","Kazakstan","Smoking Barbarella","PG-13","Documentary","0.99","2"
8012,"Douglas","Graf","America","Mexico","Forrester Comancheros","NC-17","Animation","5.99","7"
14964,"Reginald","Kinder","Asia","Indonesia","Kiss Glory","PG-13","Foreign","4.99","3"
6661,"Kenneth","Gooden","Asia","Israel","Legally Secretary","PG","Children","4.99","3"
15868,"Charles","Kowalski","Asia","Malaysia","Italian African","G","Travel","7.99","5"
5973,"Lorraine","Stephens","Asia","China","Dynamite Tarzan","PG-13","Classics","0.99","3"
5999,"Jay","Robb","Asia","Indonesia","Baby Hall","NC-17","Foreign","7.99","8"
5356,"Melanie","Armstrong","Asia","Philippines","Operation Operation","G","Comedy","2.99","4"
11308,"Sandra","Martin","Europe","United Kingdom","Citizen Shrek","G","Sci-Fi","0.99","2"
1762,"Victoria","Gibson","Asia","Indonesia","Pelican Comforts","PG","Documentary","4.99","3"
5306,"Rodney","Moeller","Africa","Nigeria","Jeepers Wedding","R","Classics","5.99","6"
2461,"Douglas","Graf","America","Mexico","Alley Evolution","NC-17","Foreign","6.99","9"
6379,"Becky","Miles","Asia","India","Campus Remember","R","Action","3.99","5"
12989,"Charles","Kowalski","Asia","Malaysia","Oscar Gold","PG","Animation","2.99","2"
10960,"Danny","Isom","Asia","Pakistan","Seabiscuit Punk","NC-17","Sports","5.99","8"
11436,"Connie","Wallace","Asia","Russian Federation","Stampede Disturbing","R","Games","0.99","3"
8233,"Phyllis","Foster","Asia","China","Gilmore Boiled","R","Classics","0.99","5"
11030,"Dave","Gardiner","Asia","China","Fight Jawbreaker","R","Animation","1.99","3"
5584,"Violet","Rodriquez","Asia","Hong Kong","Metropolis Coma","PG-13","Sci-Fi","4.99","6"
1944,"Sandra","Martin","Europe","United Kingdom","Bilko Anonymous","PG-13","Family","7.99","5"
7771,"Annette","Olson","Asia","India","Destination Jerk","PG-13","Drama","0.99","2"
11991,"Lawrence","Lawton","Africa","Cameroon","Dares Pluto","PG-13","Animation","3.99","7"
2673,"Angela","Hernandez","Asia","Japan","Madness Attacks","PG-13","Foreign","0.99","3"
9135,"Geraldine","Perkins","Asia","Israel","Conquerer Nuts","G","Drama","4.99","4"
2509,"Gina","Williamson","Asia","Yemen","Wind Phantom","R","Games","0.99","1"
7507,"Cecil","Vines","Europe","United Kingdom","Shootist Superfly","PG-13","Drama","0.99","5"
6786,"Kelly","Knott","Asia","China","House Dynamite","R","Family","2.99","3"
9290,"Reginald","Kinder","Asia","Indonesia","Jumping Wrath","NC-17","Children","3.99","7"
10349,"Daisy","Bates","Asia","Russian Federation","Amistad Midsummer","G","New","3.99","7"
8102,"Tanya","Gilbert","Asia","South Korea","Won Dares","PG","Music","2.99","6"
3242,"Wallace","Slone","Africa","Nigeria","Fiction Christmas","PG","Foreign","4.99","8"
3300,"Jaime","Nettles","America","Peru","Maiden Home","PG","New","5.99","3"
2514,"Victor","Barkley","America","United States","Mask Peach","NC-17","New","2.99","4"
4574,"Marsha","Douglas","Africa","Mozambique","Candles Grapes","NC-17","Games","4.99","0"
11528,"Betty","White","America","United States","Cupboard Sinners","R","Documentary","3.99","5"
7936,"Mitchell","Westmoreland","Asia","Vietnam","Carrie Bunch","PG","Horror","0.99","2"
7747,"Lori","Wood","Asia","India","Groundhog Uncut","PG-13","Comedy","4.99","6"
15870,"Vickie","Brewer","Europe","Germany","Cause Date","R","Documentary","4.99","5"
13695,"Myrtle","Fleming","America","Dominican Republic","Pity Bound","NC-17","Drama","6.99","7"
4615,"Stanley","Scroggins","Asia","Japan","Eagles Panky","NC-17","New","8.99","8"
11499,"Bernice","Willis","Asia","Turkey","Steers Armageddon","PG","Sports","6.99","7"
3189,"Ted","Breaux","Asia","China","Forrest Sons","R","Action","2.99","3"
14664,"Suzanne","Nichols","Asia","Indonesia","Wanda Chamber","PG-13","Games","4.99","5"
11253,"William","Satterfield","Asia","Yemen","Open African","PG","Sci-Fi","4.99","7"
3917,"Dean","Sauer","Africa","South Africa","Mourning Purple","PG","Sci-Fi","0.99","4"
2442,"Benjamin","Varney","America","Mexico","Telemark Heartbreakers","PG-13","Animation","2.99","3"
4511,"Tammy","Sanders","Asia","Taiwan","Westward Seabiscuit","NC-17","Classics","0.99","7"
6340,"Gwendolyn","May","Asia","Japan","Liaisons Sweet","PG","Travel","8.99","8"
13793,"Kyle","Spurlock","Asia","China","Metal Armageddon","PG-13","Documentary","3.99","6"
15748,"Russell","Brinson","Europe","Poland","Mulholland Beast","PG","Foreign","2.99","2"
4937,"Priscilla","Lowe","America","Mexico","Airplane Sierra","PG-13","Comedy","5.99","6"
12768,"Lloyd","Dowd","Asia","Indonesia","Horror Reign","R","Travel","0.99","0"
6388,"Adrian","Clary","Europe","Italy","Scalawag Duck","NC-17","Music","6.99","8"
13428,"Marie","Turner","Asia","Russian Federation","American Circus","R","Action","4.99",NULL
8655,"Constance","Reid","Africa","Nigeria","Suspects Quills","PG","Action","4.99","5"
14047,"Daryl","Larue","Asia","Iraq","Artist Coldblooded","NC-17","Sports","2.99","3"
15630,"Ross","Grey","Asia","Philippines","Shawshank Bubble","PG","Travel","6.99","7"
8399,"Velma","Lucas","Africa","Nigeria","Ballroom Mockingbird","G","Foreign","0.99","5"
13218,"Marsha","Douglas","Africa","Mozambique","Tracy Cider","G","Animation","0.99","3"
3140,"Heather","Morris","Asia","Japan","Others Soup","PG","Travel","2.99","4"
7862,"James","Gannon","Asia","Japan","Maiden Home","PG","New","9.99","8"
13030,"Marlene","Welch","Asia","Japan","Microcosmos Paradise","PG-13","Children","2.99","4"
13185,"Yvonne","Watkins","America","Venezuela","Banger Pinocchio","R","Music","0.99","0"
4775,"Terrence","Gunderson","Asia","China","Vacation Boondock","R","Sci-Fi","2.99","3"
10985,"Holly","Fox","Asia","India","Motions Details","PG","Horror","0.99","1"
11665,"Maxine","Silva","America","Brazil","Birch Antitrust","PG","Music","6.99","5"
10947,"Reginald","Kinder","Asia","Indonesia","Maiden Home","PG","New","6.99","5"
4402,"Jessica","Hall","Europe","Holy See (Vatican City State)","Dynamite Tarzan","PG-13","Classics","0.99","0"
6648,"Gerald","Fultz","Asia","India","Clockwork Paradise","PG-13","Children","0.99","2"
2765,"Lewis","Lyman","Asia","Israel","Detective Vision","PG-13","Classics","4.99","8"
11364,"Marie","Turner","Asia","Russian Federation","Wonka Sea","NC-17","Animation","2.99","0"
12525,"Diana","Alexander","America","United States","League Hellfighters","PG-13","Classics","4.99","4"
11783,"Alicia","Mills","Asia","India","Deceiver Betrayed","NC-17","Drama","0.99","4"
13835,"Leslie","Gordon","Asia","Turkey","Soldiers Evolution","R","Sci-Fi","4.99","5"
6297,"Judy","Gray","Africa","Algeria","Moulin Wake","PG-13","Travel","4.99","7"
14007,"Sonia","Gregory","Africa","Nigeria","Blues Instinct","G","Family","5.99","8"
14997,"Angela","Hernandez","Asia","Japan","Moonwalker Fool","G","Games","5.99","5"
15164,"Katie","Elliott","Africa","Kenya","Desert Poseidon","R","Horror","4.99","3"
4167,"Annette","Olson","Asia","India","Speakeasy Date","PG-13","Action","5.99","8"
14942,"Dean","Sauer","Africa","South Africa","Airplane Sierra","PG-13","Comedy","7.99","9"
9660,"Nathan","Runyon","America","Virgin Islands, U.S.","Doors President","NC-17","Animation","8.99","7"
3633,"Paula","Bryant","Asia","India","Pajama Jawbreaker","R","Classics","1.99","3"
1253,"Gene","Sanborn","Asia","Oman","Raging Airplane","R","Sci-Fi","6.99","5"
3155,"Jay","Robb","Asia","Indonesia","Brotherhood Blanket","R","Documentary","4.99","6"
9735,"Kenneth","Gooden","Asia","Israel","Tycoon Gathering","G","Games","9.99","8"
6503,"Sylvia","Ortiz","America","Colombia","Excitement Eve","G","Action","0.99","2"
14780,"Rick","Mattox","Africa","Egypt","Pride Alamo","NC-17","Animation","0.99","0"
14263,"Jessie","Milam","Asia","China","Mermaid Insects","NC-17","Sports","7.99","8"
6015,"Enrique","Forsythe","Europe","Greece","Berets Agent","PG-13","Action","2.99","2"
11836,"Elsie","Kelley","Africa","Nigeria","Jingle Sagebrush","PG-13","Classics","4.99","2"
1449,"Dean","Sauer","Africa","South Africa","Freaky Pocus","R","Music","2.99","2"
5488,"Audrey","Ray","Europe","Austria","Uprising Uptown","NC-17","Action","2.99","5"
13652,"Kelly","Torres","Asia","China","Married Go","G","Sci-Fi","2.99","3"
7374,"Barry","Lovelace","Africa","Zambia","Princess Giant","NC-17","Documentary","8.99","8"
10943,"Howard","Fortner","Asia","Iran","Dinosaur Secretary","R","Family","2.99","0"
14096,"Harold","Martino","America","Brazil","Image Princess","PG-13","Sports","2.99","1"
12887,"Danielle","Daniels","America","Mexico","Earth Vision","NC-17","New","1.99","8"
11885,"Herman","Devore","Africa","Tanzania","Strictly Scarface","PG-13","Comedy","4.99","4"
3741,"Salvador","Teel","Africa","Gambia","Fireball Philadelphia","PG","Comedy","2.99","5"
12431,"Julia","Flores","America","Argentina","Willow Tracy","R","Family","2.99","4"
13307,"Kurt","Emmons","Asia","Japan","Jerk Paycheck","NC-17","Classics","2.99","2"
7730,"Gail","Knight","Europe","Switzerland","Platoon Instinct","PG-13","New","5.99","6"
6359,"Melissa","King","Asia","Taiwan","Gleaming Jawbreaker","NC-17","Sports","2.99","4"
14157,"Marjorie","Tucker","Europe","Poland","Wind Phantom","R","Games","0.99","3"
3039,"Holly","Fox","Asia","India","Titanic Boondock","R","Animation","4.99","0"
6289,"Emily","Diaz","Asia","South Korea","Princess Giant","NC-17","Documentary","2.99","0"
5516,"Virgil","Wofford","America","Mexico","Hellfighters Sierra","PG","Foreign","4.99","5"
14223,"Sean","Douglass","Africa","Ethiopia","Camelot Vacation","NC-17","Sci-Fi","5.99","7"
3674,"Everett","Banda","Africa","Egypt","Sleepy Japanese","PG","New","5.99","6"
10795,"Irene","Price","Asia","Kazakstan","Movie Shakespeare","PG","Family","4.99","1"
3703,"Lee","Hawks","Asia","India","Vacation Boondock","R","Sci-Fi","5.99","7"
14330,"Sara","Perry","America","Mexico","Color Philadelphia","G","Classics","5.99","8"
4053,"Howard","Fortner","Asia","Iran","Odds Boogie","NC-17","Family","0.99","2"
14924,"Kim","Cruz","America","United States","Trojan Tomorrow","PG","Sci-Fi","2.99","1"
6266,"Jimmy","Schrader","Asia","Russian Federation","Darkness War","NC-17","Drama","2.99","4"
4592,"Jackie","Lynch","America","Colombia","Instinct Airport","PG","Sports","2.99","1"
4810,"Tonya","Chapman","Asia","India","Tequila Past","PG","Children","4.99","0"
5355,"Robin","Hayes","Asia","Russian Federation","Lovely Jingle","PG","Classics","6.99","7"
9151,"Crystal","Ford","Asia","Israel","Sun Confessions","R","Sci-Fi","3.99","7"
15549,"Beatrice","Arnold","Asia","India","Blindness Gun","PG-13","Sci-Fi","7.99","9"
7532,"Rebecca","Scott","Asia","Japan","Chocolat Harry","NC-17","Family","0.99","3"
8813,"Gilbert","Sledge","Europe","United Kingdom","Sabrina Midnight","PG","Children","6.99","6"
10785,"Jimmy","Schrader","Asia","Russian Federation","Karate Moon","PG-13","Horror","1.99","4"
13721,"Sherri","Rhodes","Asia","India","Fire Wolves","R","Games","4.99","3"
9857,"Regina","Berry","Asia","China","Ridgemont Submarine","PG-13","New","6.99","9"
5429,"Dawn","Sullivan","Oceania","Tuvalu","Lucky Flying","PG-13","Music","4.99","8"
5423,"Bernard","Colby","Asia","India","Holy Tadpole","R","Classics","2.99","7"
7192,"Neil","Renner","Asia","Vietnam","Virgin Daisy","PG-13","Drama","4.99","3"
3214,"April","Burns","Europe","United Kingdom","Comforts Rush","NC-17","Travel","2.99","2"
2978,"Allan","Cornish","Asia","Philippines","Voyage Legally","PG-13","Classics","0.99","2"
7670,"Mattie","Hoffman","Europe","United Kingdom","Factory Dragon","PG-13","Travel","0.99","1"
10718,"Chris","Brothers","Europe","Spain","Mummy Creatures","NC-17","Sports","0.99","2"
10115,"Nicole","Peterson","Asia","India","Mother Oleander","R","Sports","7.99","9"
12173,"Stephanie","Mitchell","Asia","Armenia","Network Peak","PG-13","Family","3.99","6"
13594,"Maria","Miller","Europe","Yugoslavia","Run Pacific","R","New","0.99","3"
5541,"Juanita","Mason","Asia","India","Earring Instinct","R","Family","0.99","3"
5571,"Irene","Price","Asia","Kazakstan","Doom Dancing","R","Comedy","0.99","0"
4684,"Perry","Swafford","America","Argentina","Calendar Gunfight","NC-17","Foreign","9.99","8"
2092,"Armando","Gruber","Europe","United Kingdom","Werewolf Lola","G","Action","6.99","7"
9720,"Sergio","Stanfield","America","Mexico","Enemy Odds","NC-17","Music","6.99","7"
14884,"Kurt","Emmons","Asia","Japan","Outlaw Hanky","PG-13","Travel","4.99","1"
14433,"Tony","Carranza","Asia","Japan","Club Graffiti","PG-13","Animation","1.99","4"
4910,"Willie","Howell","America","Argentina","Sleeping Suspects","PG-13","Horror","7.99","9"
9666,"Terrance","Roush","Europe","Hungary","Videotape Arsenic","NC-17","Games","6.99","5"
10192,"Dave","Gardiner","Asia","China","Giant Troopers","R","Children","2.99","4"
13674,"Kathleen","Adams","Asia","Iran","Roses Treasure","PG-13","Sports","4.99","1"
3993,"Adrian","Clary","Europe","Italy","Divine Resurrection","R","Games","6.99","7"
4709,"Sheila","Wells","Asia","Turkey","Sundance Invasion","NC-17","Children","2.99","6"
5102,"Steven","Curley","Asia","India","Barbarella Streetcar","G","Sci-Fi","3.99","7"
6603,"Francis","Sikes","America","Mexico","Shanghai Tycoon","PG","Travel","2.99","4"
2440,"Russell","Brinson","Europe","Poland","Northwest Polish","PG","Sports","2.99","3"
13189,"Harry","Arce","Asia","Iran","Sabrina Midnight","PG","Children","8.99","8"
4494,"Joe","Gilliland","Asia","Philippines","Gleaming Jawbreaker","NC-17","Sports","5.99","8"
7147,"Laurie","Lawrence","Asia","India","Deer Virginian","NC-17","Music","2.99","4"
6200,"Rhonda","Kennedy","Europe","Netherlands","Rear Trading","NC-17","Action","0.99","5"
3850,"Gladys","Hamilton","Africa","Nigeria","Gorgeous Bingo","R","Children","4.99","5"
7570,"Tiffany","Jordan","Asia","China","Prix Undefeated","R","Family","2.99","1"
11829,"Ken","Prewitt","Europe","Romania","Jawbreaker Brooklyn","PG","Music","0.99","1"
1727,"Bill","Gavin","America","United States","Outfield Massacre","NC-17","Music","0.99","0"
7810,"Clinton","Buford","America","United States","Agent Truman","PG","Foreign","4.99","4"
8062,"Edward","Baugh","Europe","Faroe Islands","Fargo Gandhi","G","Children","2.99","1"
4841,"Caroline","Bowman","America","United States","Camelot Vacation","NC-17","Sci-Fi","0.99","2"
9961,"Amanda","Carter","Africa","Morocco","Harry Idaho","PG-13","Drama","6.99","7"
15514,"Brandon","Huey","Asia","Turkey","Nemo Campus","NC-17","Sci-Fi","2.99","0"
2349,"Charlie","Bess","Asia","China","French Holiday","PG","Documentary","4.99","0"
3449,"Ana","Bradley","America","United States","Baby Hall","NC-17","Foreign","5.99","6"
9244,"Shirley","Allen","Asia","Philippines","Siege Madre","R","Family","0.99","4"
3781,"Sarah","Lewis","Europe","Latvia","Story Side","R","Action","2.99","8"
6085,"Gail","Knight","Europe","Switzerland","Bikini Borrowers","NC-17","Animation","4.99","4"
